Kingdom,Phylum,Class,Order,Family,Tax_label,Sample.01,Sample.02,Sample.03,Sample.04
Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,*Moduliflexaceae*,280,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,*Candidatus_Jorgensenbacteria*,280,0,0,0
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,*Planctomycetota* (*vadinHA49*),280,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,*Beggiatoa*,280,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,*Verticiella*,280,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Laribacter*,280,0,0,0
Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,*Desulfosporosinus*,220,0,0,50
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Genus of *Intrasporangiaceae*,0,250,0,0
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,*Pseudonocardia*,0,250,0,0
Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,*Vampirovibrio*,0,250,0,0
Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,*Chitinivibrionaceae* (*possible_genus_03*),0,250,0,0
Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculales,*Pelotomaculum*,0,100,150,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Genus of *Methylacidiphilaceae*,0,250,0,0
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,*Clostridia* (*Clostridia_UCG-014*),240,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,*Thiocapsa*,0,240,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,*Bacteroidales* (*SB-5*),0,160,70,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Genus of *Clostridiaceae*,0,100,0,130
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*Agathobacter*,0,230,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,*Fusibacter*,140,90,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingomonas*,0,120,110,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Chitinophagaceae*,0,0,220,0
Bacteria,Firmicutes,Clostridia,Order of Clostridia,Family of Clostridia,Genus of *Clostridia*,0,190,30,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,*Crenobacter*,210,0,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*Roseburia*,0,200,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,*Bauldia*,0,200,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,*Candidatus_Tenderia*,0,200,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*Cellulosilyticum*,0,190,0,0
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,*Woesearchaeales* (*SCGC_AAA011-D5*),0,180,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,*Bacteroidia* (*Bacteroidetes_VC2.1_Bac22*),0,180,0,0
Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,*Symbiobacterium*,0,180,0,0
Bacteria,Planctomycetota,Planctomycetes,Order of Planctomycetes,Family of Planctomycetes,Genus of *Planctomycetes*,0,180,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,*Defluviicoccus*,0,170,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,*Insolitispirillum*,170,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ML635J-40_aquatic_group,*Bacteroidales* (*ML635J-40_aquatic_group*),0,160,0,0
Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,*Caldicoprobacter*,0,160,0,0
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,*Acetobacterium*,0,160,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,*Sedimentibacter*,160,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,*[Caedibacter]_taeniospiralis_group*,0,160,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Genus of *Nocardioidaceae*,140,0,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Genus of *Chroococcidiopsaceae*,0,0,0,140
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Genus of *Ruminococcaceae*,140,0,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,*[Eubacterium]_brachy_group*,140,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,*Formivibrio*,140,0,0,0
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,*Fimbriimonadaceae*,0,130,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Genus of *Prevotellaceae*,0,130,0,0
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,*Chloronema*,0,130,0,0
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Genus of *Roseiflexaceae*,0,130,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Oxobacteraceae,*Oxobacter*,0,130,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*[Eubacterium]_ruminantium_group*,0,130,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,*Odoribacter*,0,120,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,*Cryomorphaceae* (*NS10_marine_group*),0,0,120,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,Family of SBR1031,Anaerolineae Genus of *SBR1031*,0,120,0,0
Bacteria,Dependentiae,Babeliae,Babeliales,Family of Babeliales,Genus of *Babeliales*,0,120,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,*Geobacillus*,0,110,0,0
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Genus of *Christensenellaceae*,0,110,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae* (*DEV008*),0,0,110,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,*Prevotellaceae* (*Prevotellaceae_UCG-004*),100,0,0,0
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,*Incertae_Sedis*,0,100,0,0
Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,*Peptococcus*,0,100,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Genus of *Peptostreptococcaceae*,60,40,0,0
Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,*Desulfitobacterium*,0,100,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,*Paraprevotella*,0,90,0,0
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,*Catenibacterium*,90,0,0,0
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,*Thermobacillus*,0,90,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,*Clostridiaceae* (*Clostridium_sensu_stricto_7*),0,90,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*[Eubacterium]_oxidoreducens_group*,0,0,0,90
Bacteria,Firmicutes,Clostridia,Oscillospirales,Family of Oscillospirales,Genus of *Oscillospirales*,0,90,0,0
Bacteria,Firmicutes,Class of Firmicutes,Order of Firmicutes,Family of Firmicutes,Genus of *Firmicutes*,0,0,0,80
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Genus of *Eubacteriaceae*,0,80,0,0
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,*Succinispira*,0,80,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Genus of *Ilumatobacteraceae*,70,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Family of Bacteroidales,Genus of *Bacteroidales*,70,0,0,0
Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculales,*Desulfotomaculum*,70,0,0,0
Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,*Syntrophomonas*,0,70,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Genus of *Fodinicurvataceae*,0,70,0,0
Bacteria,Acidobacteriota,Acidobacteriae,Order of Acidobacteriae,Family of Acidobacteriae,Genus of *Acidobacteriae*,0,60,0,0
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,*Holdemanella*,0,60,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,*Anaerovorax*,60,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,*Burkholderiales* (*SC-I-84*),0,60,0,0
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Genus of *Paenibacillaceae*,0,50,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Acidaminobacteraceae,*Acidaminobacter*,0,50,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,*Sutterella*,50,0,0,0
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Genus of *Sporichthyaceae*,0,40,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,*Vitreoscilla*,0,40,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,*Buttiauxella*,0,0,40,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Family of Enterobacterales,Genus of *Enterobacterales*,40,0,0,0
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,*Cohnella*,0,0,30,0
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,*Faecalibacterium*,0,30,0,0
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Genus of *Sporomusaceae*,0,0,0,30
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,*Anaerobacillus*,0,20,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,*Clostridiaceae* (*Clostridium_sensu_stricto_11*),0,20,0,0
